,,,Top 5 data are ,,,
Content ID,User ID,URL,Type,Datetime,Sentiment,Score
d0e55134-c60e-4a05-999c-d7697b4901f0,cf34e8ee-f508-47bc-baa1-bcc576e1084d,https://socialbuzz.cdn.com/content/storage/d0e55134-c60e-4a05-999c-d7697b4901f0,super love,21-10-2020 16:44,positive,75
bc1f22da-d7b2-49d8-a6f1-1132776b4b18,20d507a0-fdba-4c04-a30c-bd18273accdc,https://socialbuzz.cdn.com/content/storage/bc1f22da-d7b2-49d8-a6f1-1132776b4b18,super love,12-07-2020 18:10,positive,75
4bfc9824-aaeb-4695-8195-945686795b30,d71363d5-6468-44b0-b641-94c4776bce98,https://socialbuzz.cdn.com/content/storage/4bfc9824-aaeb-4695-8195-945686795b30,super love,16-04-2021 07:33,positive,75
42a0f482-d3a8-4216-ba0b-1459abf854a6,c880dbc5-8997-4f38-9055-c254b9133175,https://socialbuzz.cdn.com/content/storage/42a0f482-d3a8-4216-ba0b-1459abf854a6,super love,29-04-2021 10:39,positive,75
f5068d8a-d4ba-49ee-8f30-716c1ec57e04,78703a69-8edc-458f-b0fc-85d96501dcdc,https://socialbuzz.cdn.com/content/storage/f5068d8a-d4ba-49ee-8f30-716c1ec57e04,super love,18-04-2021 04:05,positive,75
,,,,,,
,,,cleaned_data,,,
Content ID,User ID,URL,Type,Datetime,Sentiment,Score
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,07-11-2020 09:43,negative,0
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,17-06-2021 12:22,negative,10
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,18-04-2021 05:13,negative,15
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,06-01-2021 19:13,negative,0
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,23-08-2020 12:25,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,peeking,07-12-2020 06:27,neutral,35
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,11-04-2021 17:35,positive,70
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,27-01-2021 08:32,negative,5
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,peeking,01-04-2021 22:54,neutral,35
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,07-11-2020 08:36,neutral,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,02-11-2020 06:28,negative,15
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,01-11-2020 01:16,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,07-10-2020 18:39,negative,5
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,03-09-2020 18:51,negative,15
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,24-02-2021 05:09,positive,75
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,peeking,23-09-2020 06:24,neutral,35
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,24-02-2021 11:37,neutral,20
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,22-05-2021 19:44,positive,30
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,peeking,20-11-2020 17:26,neutral,35
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,11-04-2021 20:47,negative,12
97522e57-d9ab-4bd6-97bf-c24d952602d2,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,like,13-06-2021 16:46,positive,50
